Tipo|columna|variable|C_0|C_1
32|ciudad_hecho|Dagua|100.0|0.0
32|ciudad_hecho|Santiago|92.31|7.69
32|ciudad_hecho|San Luis De Palenque|50.0|50.0
32|ciudad_hecho|Timbío|100.0|0.0
32|ciudad_hecho|Piamonte|0.0|100.0
32|ciudad_hecho|Urrao|58.33|41.67
32|ciudad_hecho|Bugalagrande|80.0|20.0
32|ciudad_hecho|Ovejas|100.0|0.0
32|ciudad_hecho|Orito|83.33|16.67
32|ciudad_hecho|Maní|50.0|50.0
32|ciudad_hecho|Cuenca|100.0|0.0
32|ciudad_hecho|Ituango|100.0|0.0
32|ciudad_hecho|El Paujíl|100.0|0.0
32|ciudad_hecho|Florida|0.0|100.0
32|ciudad_hecho|Astrea|100.0|0.0
32|ciudad_hecho|Pitalito|50.0|50.0
32|ciudad_hecho|Medio Atrato|100.0|0.0
32|ciudad_hecho|Lago Agrio|0.0|100.0
32|ciudad_hecho|Corinto|100.0|0.0
32|ciudad_hecho|Carmen Del Darién|100.0|0.0
32|ciudad_hecho|Puerto Boyacá|100.0|0.0
32|ciudad_hecho|Bello|100.0|0.0
32|ciudad_hecho|San Carlos|100.0|0.0
32|ciudad_hecho|Belén De Los Andaquíes|100.0|0.0
32|ciudad_hecho|Puerto Parra|100.0|0.0
32|ciudad_hecho|El Bagre|90.91|9.09
32|ciudad_hecho|Remedios|100.0|0.0
32|ciudad_hecho|Rioblanco|100.0|0.0
32|ciudad_hecho|El Carmen|0.0|100.0
32|ciudad_hecho|Teorama|100.0|0.0
32|ciudad_hecho|González|100.0|0.0
32|ciudad_hecho|Caucasia|50.0|50.0
32|ciudad_hecho|Alejandría|0.0|100.0
32|ciudad_hecho|San Martín|50.0|50.0
32|ciudad_hecho|Salgar|100.0|0.0
32|ciudad_hecho|Páez|100.0|0.0
32|ciudad_hecho|Nechí|100.0|0.0
32|ciudad_hecho|Calarcá|100.0|0.0
32|ciudad_hecho|Bolívar|100.0|0.0
32|ciudad_hecho|Valle Del Guamuez|80.0|20.0
32|ciudad_hecho|Leticia|100.0|0.0
32|ciudad_hecho|Paris|0.0|100.0
32|ciudad_hecho|Los Santos|100.0|0.0
32|ciudad_hecho|Albania|100.0|0.0
32|ciudad_hecho|Timaná|100.0|0.0
32|ciudad_hecho|Tello|100.0|0.0
32|ciudad_hecho|Maicao|100.0|0.0
32|ciudad_hecho|Puerto Libertador|100.0|0.0
32|ciudad_hecho|La Gloria|100.0|0.0
32|ciudad_hecho|Acandí|100.0|0.0
32|ciudad_hecho|Valdivia|100.0|0.0
32|ciudad_hecho|Acevedo|100.0|0.0
32|ciudad_hecho|Arboletes|100.0|0.0
32|ciudad_hecho|Algeciras|85.71|14.29
32|ciudad_hecho|Colón|100.0|0.0
32|ciudad_hecho|Sibundoy|100.0|0.0
32|ciudad_hecho|Nariño|50.0|50.0
32|ciudad_hecho|Balboa|100.0|0.0
32|ciudad_hecho|El Retorno|100.0|0.0
32|ciudad_hecho|San Juan De Urabá|100.0|0.0
32|ciudad_hecho|Cáceres|50.0|50.0
32|ciudad_hecho|Bosconia|100.0|0.0
32|ciudad_hecho|Envigado|0.0|100.0
32|ciudad_hecho|Cartagena De Indias|0.0|100.0
32|ciudad_hecho|El Peñón|66.67|33.33
32|ciudad_hecho|Peñol|100.0|0.0
32|ciudad_hecho|Tungurahua|0.0|100.0
32|ciudad_hecho|Aguazul|0.0|100.0
32|ciudad_hecho|Caldono|100.0|0.0
32|ciudad_hecho|Paime|100.0|0.0
32|ciudad_hecho|Mercaderes|100.0|0.0
32|ciudad_hecho|Duitama|100.0|0.0
32|ciudad_hecho|La Argentina|100.0|0.0
32|ciudad_hecho|El Molino|100.0|0.0
32|ciudad_hecho|El Charco|100.0|0.0
32|ciudad_hecho|Tame|100.0|0.0
32|ciudad_hecho|Mistrató|100.0|0.0
32|ciudad_hecho|La Playa|100.0|0.0
32|ciudad_hecho|Taminango|50.0|50.0
32|ciudad_hecho|Pailitas|50.0|50.0
32|ciudad_hecho|Paz De Ariporo|0.0|100.0
32|ciudad_hecho|Morales|100.0|0.0
32|ciudad_hecho|Nunchía|60.0|40.0
32|ciudad_hecho|Támara|83.33|16.67
32|ciudad_hecho|Cáchira|100.0|0.0
32|ciudad_hecho|La Esperanza|100.0|0.0
32|ciudad_hecho|Ciudad De Mexico|0.0|100.0
32|ciudad_hecho|Betulia|100.0|0.0
32|ciudad_hecho|El Tarra|100.0|0.0
32|ciudad_hecho|Los Patios|0.0|100.0
32|ciudad_hecho|El Rosario|94.74|5.26
32|ciudad_hecho|La Palma|100.0|0.0
32|ciudad_hecho|Villarrica|100.0|0.0
32|ciudad_hecho|La Plata|100.0|0.0
32|ciudad_hecho|La Vega|100.0|0.0
32|ciudad_hecho|Santiago De Chile|100.0|0.0
32|ciudad_hecho|Arauca|50.0|50.0
32|ciudad_hecho|Anzoátegui|100.0|0.0
32|ciudad_hecho|Cajibío|100.0|0.0
32|ciudad_hecho|Medio Baudó|100.0|0.0
32|ciudad_hecho|Yopal|75.0|25.0
32|ciudad_hecho|Cumaribo|100.0|0.0
32|ciudad_hecho|Victoria|100.0|0.0
32|ciudad_hecho|Baraya|100.0|0.0
32|ciudad_hecho|Cantagallo|100.0|0.0
32|ciudad_hecho|Acacías|100.0|0.0
32|ciudad_hecho|Manizales|50.0|50.0
32|ciudad_hecho|La Pedrera|100.0|0.0
32|ciudad_hecho|Suárez|50.0|50.0
32|ciudad_hecho|Tenjo|100.0|0.0
32|ciudad_hecho|Puerto Carreño|100.0|0.0
32|ciudad_hecho|Mirití - Paraná|100.0|0.0
32|ciudad_hecho|Piedecuesta|0.0|100.0
32|ciudad_hecho|Chaparral|100.0|0.0
32|ciudad_hecho|Cumbitara|46.15|53.85
32|ciudad_hecho|Quibdó|0.0|100.0
32|ciudad_hecho|Cimitarra|100.0|0.0
32|ciudad_hecho|Campohermoso|100.0|0.0
32|ciudad_hecho|Magüí|100.0|0.0
32|ciudad_hecho|Pueblo Bello|100.0|0.0
32|ciudad_hecho|Castilla La Nueva|100.0|0.0
32|ciudad_hecho|Santa Isabel|100.0|0.0
32|ciudad_hecho|Carepa|100.0|0.0
32|ciudad_hecho|La Llanada|100.0|0.0
32|ciudad_hecho|Sogamoso|100.0|0.0
32|ciudad_hecho|San Luis De Gaceno|100.0|0.0
32|ciudad_hecho|La Mesa|100.0|0.0
32|ciudad_hecho|Calamar|100.0|0.0
32|ciudad_hecho|San Eduardo|100.0|0.0
32|ciudad_hecho|Mesetas|100.0|0.0
32|ciudad_hecho|Aguada|100.0|0.0
32|ciudad_hecho|Yarumal|100.0|0.0
32|ciudad_hecho|Campamento|100.0|0.0
32|ciudad_hecho|Pisba|100.0|0.0
32|ciudad_hecho|San Sebastián|100.0|0.0
32|ciudad_hecho|Socotá|100.0|0.0
32|ciudad_hecho|Sucumbios|100.0|0.0
32|ciudad_hecho|La Unión|100.0|0.0
32|ciudad_hecho|Paya|0.0|100.0
32|ciudad_hecho|Santa Rosalía|100.0|0.0
32|ciudad_hecho|Orocué|0.0|100.0
32|ciudad_hecho|Monterrey|100.0|0.0
32|lugar_zona|Urbana|0.0|100.0
32|lugar_zona|Rural|100.0|0.0
32|lugar_zona|Sin Especificar|50.0|50.0
32|anio_inicio|1987|81.25|18.75
32|anio_inicio|2006|68.29|31.71
32|anio_inicio|2008|81.48|18.52
32|anio_inicio|1981|87.5|12.5
32|anio_inicio|1995|76.92|23.08
32|anio_inicio|2010|66.67|33.33
32|anio_inicio|2017|57.14|42.86
32|anio_inicio|2002|81.37|18.63
32|anio_inicio|2000|84.03|15.97
32|anio_inicio|1977|33.33|66.67
32|anio_inicio|1999|81.69|18.31
32|anio_inicio|1990|77.27|22.73
32|anio_inicio|2005|57.63|42.37
32|anio_inicio|1992|82.61|17.39
32|anio_inicio|2014|56.0|44.0
32|anio_inicio|2004|62.5|37.5
32|anio_inicio|1997|84.38|15.62
32|anio_inicio|2015|52.17|47.83
32|anio_inicio|2016|41.67|58.33
32|anio_inicio|2018|38.89|61.11
32|anio_inicio|1996|80.77|19.23
32|anio_inicio|1985|72.22|27.78
32|anio_inicio|1988|72.22|27.78
32|anio_inicio|2001|81.4|18.6
32|anio_inicio|2019|54.29|45.71
32|anio_inicio|2009|61.54|38.46
32|anio_inicio|1982|66.67|33.33
32|anio_inicio|1989|84.62|15.38
32|anio_inicio|1991|90.0|10.0
32|anio_inicio|1994|76.92|23.08
32|anio_inicio|2003|68.85|31.15
32|anio_inicio|2012|63.64|36.36
32|anio_inicio|1986|90.91|9.09
32|anio_inicio|1979|75.0|25.0
32|anio_inicio|1963|100.0|0.0
32|anio_inicio|1967|100.0|0.0
32|anio_inicio|1983|100.0|0.0
32|anio_inicio|2007|75.0|25.0
32|anio_inicio|1998|79.22|20.78
32|anio_inicio|1975|100.0|0.0
32|anio_inicio|1980|80.0|20.0
32|anio_inicio|2011|70.0|30.0
32|anio_inicio|2013|56.0|44.0
32|anio_inicio|1984|50.0|50.0
32|anio_inicio|1993|84.0|16.0
32|anio_inicio|1961|100.0|0.0
32|anio_inicio|1960|100.0|0.0
32|anio_inicio|1971|100.0|0.0
32|anio_inicio|1978|25.0|75.0
32|anio_inicio|1968|0.0|100.0
32|anio_inicio|1962|100.0|0.0
32|anio_inicio|1974|100.0|0.0
32|anio_inicio|1965|100.0|0.0
32|anio_inicio|1959|100.0|0.0
32|anio_inicio|1958|100.0|0.0
32|anio_inicio|1976|100.0|0.0
32|anio_inicio|1954|100.0|0.0
32|anio_fin|-9999.0|74.61|25.39
32|anio_fin|2016.0|57.14|42.86
32|anio_fin|2017.0|44.44|55.56
32|anio_fin|1990.0|75.0|25.0
32|anio_fin|2002.0|84.62|15.38
32|anio_fin|1991.0|100.0|0.0
32|anio_fin|2006.0|84.62|15.38
32|anio_fin|1988.0|50.0|50.0
32|anio_fin|1982.0|50.0|50.0
32|anio_fin|1989.0|60.0|40.0
32|anio_fin|2010.0|0.0|100.0
32|anio_fin|2011.0|60.0|40.0
32|anio_fin|2001.0|73.33|26.67
32|anio_fin|2005.0|60.0|40.0
32|anio_fin|2019.0|46.67|53.33
32|anio_fin|1995.0|85.71|14.29
32|anio_fin|2007.0|66.67|33.33
32|anio_fin|2000.0|77.78|22.22
32|anio_fin|1984.0|50.0|50.0
32|anio_fin|2015.0|66.67|33.33
32|anio_fin|2013.0|88.89|11.11
32|anio_fin|2004.0|45.45|54.55
32|anio_fin|2003.0|80.0|20.0
32|anio_fin|1994.0|100.0|0.0
32|anio_fin|1998.0|78.57|21.43
32|anio_fin|1996.0|66.67|33.33
32|anio_fin|1985.0|50.0|50.0
32|anio_fin|1981.0|66.67|33.33
32|anio_fin|1999.0|72.73|27.27
32|anio_fin|2018.0|66.67|33.33
32|anio_fin|1986.0|100.0|0.0
32|anio_fin|1997.0|71.43|28.57
32|anio_fin|2008.0|84.62|15.38
32|anio_fin|2009.0|0.0|100.0
32|anio_fin|1968.0|0.0|100.0
32|anio_fin|2012.0|50.0|50.0
32|anio_fin|1992.0|100.0|0.0
32|anio_fin|1993.0|50.0|50.0
32|anio_fin|1987.0|100.0|0.0
32|anio_fin|1978.0|50.0|50.0
32|anio_fin|1979.0|100.0|0.0
32|anio_fin|1975.0|100.0|0.0
32|hechos_continuan|0|74.03|25.97
32|hechos_continuan|1|67.27|32.73
32|victimas_identificadas|0_a_1|74.05|25.95
32|victimas_identificadas|1_a_2|77.55|22.45
32|victimas_identificadas|5_a_6|68.42|31.58
32|victimas_identificadas|2_a_3|59.72|40.28
32|victimas_identificadas|3_a_4|70.59|29.41
32|victimas_identificadas|4_a_5|85.0|15.0
32|victimas_identificadas|-9999_a_0|50.0|50.0
32|victimas_identificadas|6_a_7|61.54|38.46
32|victimas_identificadas|9_a_10|100.0|0.0
32|victimas_identificadas|8_a_9|100.0|0.0
32|victimas_identificadas|7_a_8|100.0|0.0
32|victimas_identificadas|11_a_12|0.0|100.0
32|victimas_total|3_a_5|68.79|31.21
32|victimas_total|0_a_1|74.56|25.44
32|victimas_total|5_a_7|66.67|33.33
32|victimas_total|1_a_3|70.53|29.47
32|victimas_total|27_a_29|85.0|15.0
32|victimas_total|7_a_9|94.12|5.88
32|victimas_total|13_a_15|50.0|50.0
32|victimas_total|19_a_21|87.5|12.5
32|victimas_total|17_a_19|66.67|33.33
32|victimas_total|11_a_13|100.0|0.0
32|victimas_total|9_a_11|66.67|33.33
32|victimas_total|23_a_25|100.0|0.0
32|responsables_identificados|-9999_a_0|75.15|24.85
32|responsables_identificados|0_a_1|65.67|34.33
32|responsables_identificados|1_a_2|82.0|18.0
32|responsables_identificados|2_a_3|71.43|28.57
32|responsables_identificados|3_a_4|63.64|36.36
32|responsables_identificados|7_a_8|100.0|0.0
32|responsables_identificados|4_a_5|100.0|0.0
32|responsables_identificados|5_a_6|0.0|100.0
32|cluster|1|0.0|100.0
32|cluster|0|100.0|0.0
