Tipo|columna|variable|C_0|C_1|C_2|C_3|C_4|C_5|C_6
145|anio_inicio|1974|69.49|0.0|0.0|15.25|0.0|0.0|15.25
145|anio_inicio|1940|0.0|0.0|0.0|23.64|0.0|69.09|7.27
145|anio_inicio|2009|0.0|73.47|18.37|0.0|8.16|0.0|0.0
145|anio_inicio|1978|58.82|0.0|0.0|5.88|13.73|0.0|21.57
145|anio_inicio|1991|66.0|0.0|22.0|0.0|12.0|0.0|0.0
145|anio_inicio|2002|0.0|64.58|18.75|0.0|16.67|0.0|0.0
145|anio_inicio|2004|0.0|65.12|27.91|0.0|6.98|0.0|0.0
145|anio_inicio|1997|0.0|74.51|17.65|0.0|7.84|0.0|0.0
145|anio_inicio|2014|0.0|65.45|21.82|0.0|12.73|0.0|0.0
145|anio_inicio|2017|0.0|80.95|14.29|0.0|4.76|0.0|0.0
145|anio_inicio|1973|69.35|0.0|0.0|19.35|0.0|0.0|11.29
145|anio_inicio|2003|0.0|82.98|10.64|0.0|6.38|0.0|0.0
145|anio_inicio|1941|0.0|0.0|0.0|18.0|0.0|68.0|14.0
145|anio_inicio|1970|63.08|0.0|0.0|24.62|0.0|0.0|12.31
145|anio_inicio|2012|0.0|77.78|15.56|0.0|6.67|0.0|0.0
145|anio_inicio|1975|60.71|0.0|0.0|19.64|0.0|0.0|19.64
145|anio_inicio|1948|0.0|0.0|0.0|19.67|0.0|63.93|16.39
145|anio_inicio|1971|73.47|0.0|0.0|20.41|0.0|0.0|6.12
145|anio_inicio|1945|0.0|0.0|0.0|16.95|0.0|67.8|15.25
145|anio_inicio|1980|57.45|0.0|0.0|17.02|12.77|0.0|12.77
145|anio_inicio|1960|0.0|0.0|0.0|14.0|0.0|72.0|14.0
145|anio_inicio|1994|0.0|73.68|12.28|0.0|14.04|0.0|0.0
145|anio_inicio|1996|0.0|58.97|15.38|0.0|25.64|0.0|0.0
145|anio_inicio|1992|78.69|0.0|11.48|0.0|9.84|0.0|0.0
145|anio_inicio|1943|0.0|0.0|0.0|18.87|0.0|66.04|15.09
145|anio_inicio|1963|0.0|0.0|0.0|23.64|0.0|56.36|20.0
145|anio_inicio|1955|0.0|0.0|0.0|29.09|0.0|65.45|5.45
145|anio_inicio|1983|65.38|0.0|7.69|0.0|11.54|0.0|15.38
145|anio_inicio|1967|59.62|0.0|0.0|30.77|0.0|0.0|9.62
145|anio_inicio|1972|66.67|0.0|0.0|15.69|0.0|0.0|17.65
145|anio_inicio|2013|0.0|64.71|21.57|0.0|13.73|0.0|0.0
145|anio_inicio|1957|0.0|0.0|0.0|24.59|0.0|62.3|13.11
145|anio_inicio|1984|66.04|0.0|13.21|0.0|11.32|0.0|9.43
145|anio_inicio|1998|0.0|70.91|10.91|0.0|18.18|0.0|0.0
145|anio_inicio|1995|0.0|69.05|21.43|0.0|9.52|0.0|0.0
145|anio_inicio|1966|55.77|0.0|0.0|28.85|0.0|0.0|15.38
145|anio_inicio|1993|0.0|51.22|24.39|0.0|24.39|0.0|0.0
145|anio_inicio|2008|0.0|64.91|22.81|0.0|12.28|0.0|0.0
145|anio_inicio|2011|0.0|59.26|22.22|0.0|18.52|0.0|0.0
145|anio_inicio|1952|0.0|0.0|0.0|18.0|0.0|62.0|20.0
145|anio_inicio|2019|0.0|64.86|18.92|0.0|16.22|0.0|0.0
145|anio_inicio|1969|64.58|0.0|0.0|20.83|0.0|0.0|14.58
145|anio_inicio|1949|0.0|0.0|0.0|23.53|0.0|72.55|3.92
145|anio_inicio|1990|69.81|0.0|24.53|0.0|5.66|0.0|0.0
145|anio_inicio|1987|64.0|0.0|24.0|0.0|12.0|0.0|0.0
145|anio_inicio|1985|69.81|0.0|20.75|0.0|9.43|0.0|0.0
145|anio_inicio|1986|65.91|0.0|18.18|0.0|15.91|0.0|0.0
145|victimas_identificadas|0_a_1|28.24|28.89|5.98|0.0|0.0|28.06|8.82
145|victimas_identificadas|1_a_2|18.46|24.62|13.85|0.0|9.23|24.62|9.23
145|victimas_identificadas|5_a_6|0.0|0.0|0.0|40.0|60.0|0.0|0.0
145|victimas_identificadas|3_a_4|0.0|0.0|0.0|40.0|60.0|0.0|0.0
145|victimas_identificadas|2_a_3|0.0|0.0|22.59|51.06|26.35|0.0|0.0
145|victimas_identificadas|4_a_5|0.0|0.0|0.0|20.0|80.0|0.0|0.0
145|victimas_identificadas|-9999_a_0|60.0|20.0|0.0|0.0|0.0|20.0|0.0
145|victimas_total|4_a_5|20.0|6.67|0.0|6.67|33.33|33.33|0.0
145|victimas_total|0_a_1|20.87|22.24|10.59|11.81|6.17|20.57|7.75
145|victimas_total|6_a_7|30.0|10.0|0.0|0.0|20.0|40.0|0.0
145|victimas_total|3_a_4|12.5|10.0|0.0|32.5|42.5|2.5|0.0
145|victimas_total|1_a_2|33.12|29.03|1.08|0.0|0.43|35.27|1.08
145|victimas_total|10_a_11|25.0|15.0|10.0|10.0|15.0|10.0|15.0
145|victimas_total|8_a_9|10.0|20.0|20.0|0.0|0.0|20.0|30.0
145|victimas_total|2_a_3|40.0|20.0|0.0|0.0|0.0|40.0|0.0
145|responsables_identificados|-9999_a_0|28.36|29.05|0.0|6.67|7.69|28.24|0.0
145|responsables_identificados|0_a_1|0.0|0.0|42.87|25.19|0.0|0.0|31.93
145|responsables_identificados|1_a_2|0.0|0.0|70.0|0.0|0.0|0.0|30.0
145|responsables_identificados|2_a_3|0.0|0.0|40.0|0.0|0.0|0.0|60.0
145|tc_tc_politico|0|22.2|22.74|9.37|10.6|6.02|22.1|6.97
145|cluster|4_a_5|0.0|0.0|0.0|0.0|0.0|100.0|0.0
145|cluster|0_a_1|0.0|100.0|0.0|0.0|0.0|0.0|0.0
145|cluster|1_a_2|0.0|0.0|100.0|0.0|0.0|0.0|0.0
145|cluster|-9999_a_0|100.0|0.0|0.0|0.0|0.0|0.0|0.0
145|cluster|2_a_3|0.0|0.0|0.0|100.0|0.0|0.0|0.0
145|cluster|5_a_6|0.0|0.0|0.0|0.0|0.0|0.0|100.0
145|cluster|3_a_4|0.0|0.0|0.0|0.0|100.0|0.0|0.0
