pais_hecho|departamento_hecho|anio_fin|hechos_continuan|victimas_identificadas|victimas_total|responsables_identificados|cluster
Colombia|NariÃ±o|1984|0|1|1|0|0
Colombia|NariÃ±o|2002|0|1|1|0|0
Colombia|NariÃ±o|2015|0|3|1|0|0
Colombia|NariÃ±o|2001|0|3|1|1|0
Colombia|NariÃ±o|1966|0|1|1|0|0
Colombia|NariÃ±o|2018|0|1|1|0|0
Colombia|NariÃ±o|1979|0|1|1|0|0
Colombia|NariÃ±o|1951|0|1|2|0|0
Colombia|NariÃ±o|1990|0|1|1|1|0
Colombia|NariÃ±o|1962|0|1|1|0|0
Colombia|NariÃ±o|1975|0|1|1|0|0
Colombia|NariÃ±o|1975|0|3|1|0|0
Colombia|NariÃ±o|2019|0|3|1|1|0
Colombia|NariÃ±o|1976|0|1|1|0|0
Colombia|NariÃ±o|2011|0|1|1|0|0
Colombia|NariÃ±o|2010|0|1|1|0|0
Colombia|NariÃ±o|1960|0|1|2|0|0
Colombia|NariÃ±o|1967|0|1|1|1|0
Colombia|Norte De Santander|2008|0|1|1|0|0
Colombia|Norte De Santander|1973|0|1|1|0|0
Colombia|Norte De Santander|1985|0|3|1|0|0
Colombia|Norte De Santander|2005|0|3|1|1|0
Colombia|Norte De Santander|2012|0|1|1|0|0
Colombia|Norte De Santander|1964|0|1|1|0|0
Colombia|Norte De Santander|2015|0|1|1|0|0
Colombia|Norte De Santander|2020|0|1|2|0|0
Colombia|Norte De Santander|1975|0|1|1|1|0
Colombia|Norte De Santander|2018|0|1|1|0|0
Colombia|Norte De Santander|1987|0|1|1|0|0
Colombia|Norte De Santander|2019|0|3|1|0|0
Colombia|Norte De Santander|2012|0|3|1|1|0
Colombia|Norte De Santander|1984|0|1|1|0|0
Colombia|Norte De Santander|1995|0|1|1|0|0
Colombia|Norte De Santander|2019|0|1|1|0|0
Colombia|Norte De Santander|2000|0|1|2|0|0
Colombia|Norte De Santander|2017|0|1|1|1|0
Colombia|Norte De Santander|2015|0|1|1|0|0
Colombia|Norte De Santander|1994|0|1|1|0|0
Colombia|Norte De Santander|2016|0|3|1|0|0
Colombia|Norte De Santander|1976|0|3|1|1|0
Colombia|Norte De Santander|2017|0|1|1|0|0
Colombia|Norte De Santander|2016|0|1|1|0|0
Colombia|Norte De Santander|2005|0|1|1|0|0
Colombia|Norte De Santander|2005|0|1|2|0|0
Colombia|Norte De Santander|2020|0|1|1|1|0
Colombia|Norte De Santander|1959|0|1|1|0|0
Colombia|Norte De Santander|1992|0|1|1|0|0
Colombia|Putumayo|1971|0|3|1|0|0
Colombia|Putumayo|2016|0|3|1|1|0
Colombia|Putumayo|1956|0|1|1|0|0
Colombia|Putumayo|2009|0|1|1|0|0
Colombia|Putumayo|1971|0|1|1|0|0
Colombia|Putumayo|1968|0|1|2|0|0
Colombia|Putumayo|2008|0|1|1|1|0
Colombia|Putumayo|1966|0|1|1|0|0
Colombia|Putumayo|1984|0|1|1|0|0
Colombia|Putumayo|2008|0|3|1|0|0
Colombia|Putumayo|1971|0|3|1|1|0
Colombia|Putumayo|2015|0|1|1|0|0
Colombia|Putumayo|1996|0|1|1|0|0
Colombia|Putumayo|2013|0|1|1|0|0
Colombia|Quindio|1998|0|1|2|0|0
Colombia|Quindio|1985|0|1|1|1|0
Colombia|Quindio|1999|0|1|1|0|0
Colombia|Quindio|2008|0|1|1|0|0
Colombia|Quindio|1989|0|3|1|0|0
Colombia|Quindio|1985|0|3|1|1|0
Colombia|Quindio|1988|0|1|1|0|0
Colombia|Quindio|1967|0|1|1|0|0
Colombia|Risaralda|1985|0|1|1|0|0
Colombia|Risaralda|1992|0|1|2|0|0
Colombia|Risaralda|1987|0|1|1|1|0
Colombia|Risaralda|1960|0|1|1|0|0
Colombia|Risaralda|1967|0|1|1|0|0
Colombia|Risaralda|2015|0|3|1|0|0
Colombia|Risaralda|1998|0|3|1|1|0
Colombia|Risaralda|2002|0|1|1|0|0
Colombia|Risaralda|1972|0|1|1|0|0
Colombia|Risaralda|1995|0|1|1|0|0
Colombia|Risaralda|1955|0|1|2|0|0
Colombia|Risaralda|1963|0|1|1|1|0
Colombia|Risaralda|1980|0|1|1|0|0
Colombia|Santander|2019|0|1|1|0|0
Colombia|Santander|1972|0|3|1|0|0
Colombia|Santander|1950|0|3|1|1|0
Colombia|Santander|2007|0|1|1|0|0
Colombia|Santander|2010|0|1|1|0|0
Colombia|Santander|2014|0|1|1|0|0
Colombia|Santander|2015|0|1|2|0|0
Colombia|Santander|2018|0|1|1|1|0
Colombia|Santander|1998|0|1|1|0|0
Colombia|Santander|2020|0|1|1|0|0
Colombia|Santander|2007|0|3|1|0|0
Colombia|Santander|1973|0|3|1|1|0
Colombia|Santander|2001|0|1|1|0|0
Colombia|Santander|2005|0|1|1|0|0
Colombia|Santander|2006|0|1|1|0|0
Colombia|Santander|2017|0|1|2|0|0
Colombia|Santander|2011|0|1|1|1|0
Colombia|Santander|2010|0|1|1|0|0
Colombia|Santander|2015|0|1|1|0|0
Colombia|Santander|1990|0|3|1|0|0
Colombia|Santander|1980|0|3|1|1|0
Colombia|Santander|2009|0|1|1|0|0
Colombia|Santander|2002|0|1|1|0|0
Colombia|Santander|2005|0|1|1|0|0
Colombia|Santander|1997|0|1|2|0|0
Colombia|Santander|2013|0|1|1|1|0
Colombia|Santander|1962|0|1|1|0|0
Colombia|Santander|1990|0|1|1|0|0
Colombia|Santander|1993|0|3|1|0|0
Colombia|Santander|1986|0|3|1|1|0
Colombia|Santander|1998|0|1|1|0|0
Colombia|Santander|2006|0|1|1|0|0
Colombia|Santander|2020|0|1|1|0|0
Colombia|Santander|2013|0|1|2|0|0
Colombia|Santander|2000|0|1|1|1|0
Colombia|Santander|1996|0|1|1|0|0
Colombia|Santander|1993|0|1|1|0|0
Colombia|Santander|1972|0|3|1|0|0
Colombia|Santander|2006|0|3|1|1|0
Colombia|Santander|2012|0|1|1|0|0
Colombia|Santander|2020|0|1|1|0|0
Colombia|Santander|2008|0|1|1|0|0
Colombia|Santander|1977|0|1|2|0|0
Colombia|Santander|1978|0|1|1|1|0
Colombia|Santander|1999|0|1|1|0|0
Colombia|Santander|1973|0|1|1|0|0
Colombia|Santander|1977|0|3|1|0|0
Colombia|Santander|1991|0|3|1|1|0
Colombia|Santander|1964|0|1|1|0|0
Colombia|Santander|2009|0|1|1|0|0
Colombia|Santander|2018|0|1|1|0|0
Colombia|Santander|1971|0|1|2|0|0
Colombia|Sin Especificar|2020|0|1|1|1|0
Colombia|Sin Especificar|2009|0|1|1|0|0
Colombia|Sin Especificar|1990|0|1|1|0|0
Colombia|Sin Especificar|2017|0|3|1|0|0
Colombia|Sin Especificar|2016|0|3|1|1|0
Colombia|Sin Especificar|2005|0|1|1|0|0
Colombia|Sin Especificar|1967|0|1|1|0|0
Colombia|Sin Especificar|2001|0|1|1|0|0
Colombia|Sin Especificar|1987|0|1|2|0|0
Colombia|Sin Especificar|2011|0|1|1|1|0
Colombia|Sin Especificar|1996|0|1|1|0|0
Colombia|Sin Especificar|2004|0|1|1|0|0
Colombia|Sin Especificar|2019|0|3|1|0|0
Colombia|Sin Especificar|1961|0|3|1|1|0
Colombia|Sin Especificar|2002|0|1|1|0|0
Colombia|Sin Especificar|2017|0|1|1|0|0
Colombia|Sin Especificar|2014|0|1|1|0|0
Colombia|Sin Especificar|2020|0|1|2|0|0
Colombia|Sin Especificar|1968|0|1|1|1|0
Colombia|Sin Especificar|2013|0|1|1|0|0
Colombia|Sin Especificar|1983|0|1|1|0|0
Colombia|Sin Especificar|1944|0|3|1|0|0
Colombia|Sin Especificar|2018|0|3|1|1|0
Colombia|Sin Especificar|1991|0|1|1|0|0
Colombia|Sin Especificar|1996|0|1|1|0|0
Colombia|Sin Especificar|1983|0|1|1|0|0
Colombia|Sin Especificar|1959|0|1|2|0|0
Colombia|Sin Especificar|2020|0|1|1|1|0
Colombia|Sin Especificar|2010|0|1|1|0|0
Colombia|Sin Especificar|1960|0|1|1|0|0
Colombia|Sin Especificar|1995|0|3|1|0|0
Colombia|Sin Especificar|1995|0|3|1|1|0
Colombia|Sin Especificar|2011|0|1|1|0|0
Colombia|Sin Especificar|2019|0|1|1|0|0
Colombia|Sin Especificar|2017|0|1|1|0|0
Colombia|Sin Especificar|2017|0|1|2|0|0
Colombia|Sin Especificar|1988|0|1|1|1|0
Colombia|Sin Especificar|2014|0|1|1|0|0
Colombia|Sin Especificar|1957|0|1|1|0|0
Colombia|Sin Especificar|2006|0|3|1|0|0
Colombia|Sin Especificar|2006|0|3|1|1|0
Colombia|Sin Especificar|2017|0|1|1|0|0
Colombia|Sin Especificar|2011|0|1|1|0|0
Colombia|Sucre|2017|0|1|1|0|0
Colombia|Sucre|1999|0|1|2|0|0
Colombia|Sucre|2008|0|1|1|1|0
Colombia|Sucre|2005|0|1|1|0|0
Colombia|Sucre|1994|0|1|1|0|0
Colombia|Sucre|2016|0|3|1|0|0
Colombia|Sucre|1998|0|3|1|1|0
Colombia|Sucre|2007|0|1|1|0|0
Colombia|Sucre|1979|0|1|1|0|0
Colombia|Sucre|2001|0|1|1|0|0
Colombia|Sucre|1995|0|1|2|0|0
Colombia|Sucre|2002|0|1|1|1|0
Colombia|Sucre|2018|0|1|1|0|0
Colombia|Sucre|2008|0|1|1|0|0
Colombia|Sucre|1983|0|3|1|0|0
Colombia|Sucre|2012|0|3|1|1|0
Colombia|Sucre|2013|0|1|1|0|0
Colombia|Sucre|2009|0|1|1|0|0
Colombia|Sucre|2017|0|1|1|0|0
Colombia|Sucre|1956|0|1|2|0|0
Colombia|Sucre|2019|0|1|1|1|0
Colombia|Sumapaz|2000|0|1|1|0|0
Colombia|Tolima|1994|0|1|1|0|0
Colombia|Tolima|1974|0|3|1|0|0
Colombia|Tolima|1995|0|3|1|1|0
Colombia|Tolima|2015|0|1|1|0|0
Colombia|Tolima|1977|0|1|1|0|0
Colombia|Tolima|2013|0|1|1|0|0
Colombia|Tolima|2000|0|1|2|0|0
Colombia|Tolima|2016|0|1|1|1|0
Colombia|Tolima|1989|0|1|1|0|0
Colombia|Tolima|2016|0|1|1|0|0
Colombia|Tolima|1965|0|3|1|0|0
Colombia|Tolima|1987|0|3|1|1|0
Colombia|Tolima|1996|0|1|1|0|0
Colombia|Tolima|2016|0|1|1|0|0
Colombia|Tolima|2001|0|1|1|0|0
Colombia|Tolima|2000|0|1|2|0|0
Colombia|Tolima|2009|0|1|1|1|0
Colombia|Tolima|1991|0|1|1|0|0
Colombia|Tolima|2016|0|1|1|0|0
Colombia|Tolima|2019|0|3|1|0|0
Colombia|Tolima|1976|0|3|1|1|0
Colombia|Tolima|1970|0|1|1|0|0
Colombia|Tolima|2010|0|1|1|0|0
Colombia|Tolima|2019|0|1|1|0|0
Colombia|Tolima|2018|0|1|2|0|0
Colombia|Tolima|2010|0|1|1|1|0
Colombia|Tolima|2014|0|1|1|0|0
Colombia|Tolima|2006|0|1|1|0|0
Colombia|Tolima|2013|0|3|1|0|0
Colombia|Tolima|2004|0|3|1|1|0
Colombia|Tolima|2020|0|1|1|0|0
Colombia|Tolima|1963|0|1|1|0|0
Colombia|Tolima|2014|0|1|1|0|0
Colombia|Tolima|1998|0|1|2|0|0
Colombia|Tolima|2020|0|1|1|1|0
Colombia|Tolima|1997|0|1|1|0|0
Colombia|Tolima|1990|0|1|1|0|0
Colombia|Tolima|1999|0|3|1|0|0
Colombia|Tolima|2020|0|3|1|1|0
Colombia|Tolima|1996|0|1|1|0|0
Colombia|Valle Del Cauca|2014|0|1|1|0|0
Colombia|Valle Del Cauca|2013|0|1|1|0|0
Colombia|Valle Del Cauca|2019|0|1|2|0|0
Colombia|Valle Del Cauca|1999|0|1|1|1|0
Colombia|Valle Del Cauca|2017|0|1|1|0|0
Colombia|Valle Del Cauca|2006|0|1|1|0|0
Colombia|Valle Del Cauca|2019|0|3|1|0|0
Colombia|Valle Del Cauca|2017|0|3|1|1|0
Colombia|Valle Del Cauca|1991|0|1|1|0|0
Colombia|Valle Del Cauca|1945|0|1|1|0|0
Colombia|Valle Del Cauca|2016|0|1|1|0|0
Colombia|Valle Del Cauca|2020|0|1|2|0|0
Colombia|Valle Del Cauca|2016|0|1|1|1|0
Colombia|Valle Del Cauca|2012|0|1|1|0|0
Colombia|Valle Del Cauca|1969|0|1|1|0|0
Colombia|Valle Del Cauca|1990|0|3|1|0|0
Colombia|Valle Del Cauca|2020|0|3|1|1|0
Colombia|Valle Del Cauca|2013|0|1|1|0|0
Colombia|Valle Del Cauca|1969|0|1|1|0|0
Colombia|Valle Del Cauca|2013|0|1|1|0|0
Colombia|Valle Del Cauca|2020|0|1|2|0|0
Colombia|Valle Del Cauca|2004|0|1|1|1|0
Colombia|Valle Del Cauca|2003|0|1|1|0|0
Colombia|Valle Del Cauca|2017|0|1|1|0|0
Colombia|Valle Del Cauca|2019|0|3|1|0|0
Colombia|Valle Del Cauca|2019|0|3|1|1|0
Colombia|Valle Del Cauca|1967|0|1|1|0|0
Colombia|Valle Del Cauca|2019|0|1|1|0|0
Colombia|Valle Del Cauca|1998|0|1|1|0|0
Colombia|Valle Del Cauca|2004|0|1|2|0|0
Colombia|Valle Del Cauca|2006|0|1|1|1|0
Colombia|Valle Del Cauca|1955|0|1|1|0|0
Colombia|Valle Del Cauca|2004|0|1|1|0|0
Colombia|Valle Del Cauca|2012|0|3|1|0|0
Colombia|Valle Del Cauca|2013|0|3|1|1|0
Colombia|Valle Del Cauca|1998|0|1|1|0|0
Colombia|Valle Del Cauca|1984|0|1|1|0|0
Colombia|VaupÃ©s|1947|0|1|1|0|0
Colombia|VaupÃ©s|2015|0|1|2|0|0
Colombia|VaupÃ©s|2005|0|1|1|1|0
Colombia|VaupÃ©s|2004|0|1|1|0|0
Colombia|VaupÃ©s|2019|0|1|1|0|0
Colombia|Vichada|1974|0|3|1|0|0
Colombia|Vichada|2000|0|3|1|1|0
Colombia|Vichada|2015|0|1|1|0|0
Colombia|Vichada|2011|0|1|1|0|0
Colombia|Vichada|2005|0|1|1|0|0
Colombia|Amazonas|2017|0|1|5|0|0
Colombia|Amazonas|1993|0|1|1|0|0
Colombia|Amazonas|1991|1|1|1|1|0
Colombia|Amazonas|2016|0|1|1|1|0
Colombia|Amazonas|1945|0|1|1|0|0
Colombia|Amazonas|1959|0|1|7|0|0
Colombia|Amazonas|1975|0|1|1|0|0
Colombia|Amazonas|2020|1|1|1|0|0
Colombia|Amazonas|2017|0|1|1|0|0
Colombia|Amazonas|1996|0|1|4|0|0
Colombia|Antioquia|1988|0|1|1|0|1
Colombia|Antioquia|2017|0|2|2|0|1
Colombia|Antioquia|1991|0|2|5|0|1
Colombia|Antioquia|1977|0|1|1|1|1
Colombia|Antioquia|2006|0|2|7|0|1
Colombia|Antioquia|1986|0|2|2|0|1
Colombia|Antioquia|2009|0|6|30|0|1
Colombia|Antioquia|2018|0|2|1|0|1
Colombia|Antioquia|2009|0|1|2|0|1
Colombia|Antioquia|1968|0|1|2|0|1
Colombia|Antioquia|2019|0|1|1|0|1
Colombia|Antioquia|2004|0|1|9|1|1
Colombia|Antioquia|2019|1|1|1|0|1
Colombia|Antioquia|2013|0|1|1|0|1
Colombia|Antioquia|2010|0|1|1|1|1
Colombia|Antioquia|2006|0|1|1|0|1
Colombia|Antioquia|2015|0|4|4|0|1
Colombia|Antioquia|2007|0|4|4|0|1
Colombia|Antioquia|1991|0|1|1|0|1
Colombia|Antioquia|2012|0|1|1|0|1
Colombia|Antioquia|1997|0|1|1|0|1
Colombia|Antioquia|2020|0|1|1|1|1
Colombia|Antioquia|1997|0|1|4|0|1
Colombia|Antioquia|1988|1|1|1|0|1
Colombia|Antioquia|1992|0|1|1|0|1
Colombia|Antioquia|1986|0|1|1|0|1
Colombia|Antioquia|1970|0|1|1|1|1
Colombia|Antioquia|1966|0|1|1|0|1
Colombia|Antioquia|2001|0|2|3|0|1
Colombia|Antioquia|2012|0|1|1|0|1
Colombia|Antioquia|2019|0|1|1|0|1
Colombia|Antioquia|2004|0|3|1|0|1
Colombia|Antioquia|2005|0|1|15|1|1
Colombia|Antioquia|1958|0|1|1|0|1
Colombia|Antioquia|1979|0|3|4|0|1
Colombia|Antioquia|2009|0|5|5|0|1
Colombia|Antioquia|2009|0|1|1|2|1
Colombia|Antioquia|2002|0|1|1|1|1
Colombia|Antioquia|1993|0|1|1|0|1
Colombia|Antioquia|2018|1|1|1|0|1
Colombia|Antioquia|1959|0|1|1|0|1
Colombia|Antioquia|1974|0|2|2|1|1
Colombia|Antioquia|2020|0|1|1|0|1
Colombia|Antioquia|2001|0|1|1|0|1
Colombia|Antioquia|2011|0|1|1|0|1
Colombia|Antioquia|2018|0|2|1|2|1
Colombia|Antioquia|1984|0|1|1|1|1
Colombia|Antioquia|1977|1|1|1|0|1
Colombia|Antioquia|1962|0|4|4|0|1
Colombia|Antioquia|2011|0|4|4|0|1
Colombia|Antioquia|1997|0|1|1|0|1
Colombia|Antioquia|2005|0|1|1|0|1
Colombia|Antioquia|2008|0|1|1|0|1
Colombia|Antioquia|2015|0|1|200|0|1
Colombia|Antioquia|2001|0|2|9|0|1
Colombia|Antioquia|2014|0|1|1|3|1
Colombia|Antioquia|1977|0|1|20|0|1
Colombia|Antioquia|2011|1|1|1|0|1
Colombia|Antioquia|1974|0|2|2|1|1
Colombia|Antioquia|2017|0|1|1|1|1
Colombia|Antioquia|1984|0|1|1|0|1
Colombia|Antioquia|1968|0|1|1|0|1
Colombia|Antioquia|2014|0|1|1|0|1
Colombia|Antioquia|2014|0|1|3|0|1
Colombia|Antioquia|2016|0|4|4|0|1
Colombia|Antioquia|2013|0|1|1|0|1
Colombia|Antioquia|2018|0|1|1|0|1
Colombia|Antioquia|1959|0|2|2|0|1
Colombia|Antioquia|2012|0|1|1|0|1
Colombia|Antioquia|1998|0|1|1|0|1
Colombia|Antioquia|2002|0|0|1|0|1
Colombia|Antioquia|2019|0|1|1|0|1
Colombia|Antioquia|1991|0|1|1|0|1
Colombia|Antioquia|2017|0|1|1|0|1
Colombia|Antioquia|1999|0|2|2|0|1
Colombia|Antioquia|2005|0|1|1|0|1
Colombia|Antioquia|2013|0|1|1|0|1
Colombia|Antioquia|1997|0|1|1|0|1
Colombia|Antioquia|2013|0|1|1|0|1
Colombia|Antioquia|1956|0|2|2|0|1
Colombia|Antioquia|1963|0|4|1|0|1
Colombia|Antioquia|1966|0|1|2|0|1
Colombia|Antioquia|1993|0|1|1|1|1
Colombia|Antioquia|2005|0|1|1|0|1
Colombia|Antioquia|2012|0|1|1|0|1
Colombia|Antioquia|2018|0|3|1|0|1
Colombia|Antioquia|2005|0|3|1|1|1
Colombia|Antioquia|1979|0|1|1|0|1
Colombia|Antioquia|2007|0|1|1|0|1
Colombia|Antioquia|2009|0|1|1|0|1
Colombia|Antioquia|2016|0|1|2|0|1
Colombia|Antioquia|2005|0|1|1|1|1
Colombia|Antioquia|1998|0|1|1|0|1
Colombia|Antioquia|2018|0|1|1|0|1
Colombia|Antioquia|1989|0|3|1|0|1
Colombia|Antioquia|1985|0|3|1|1|1
Colombia|Antioquia|1980|0|1|1|0|1
Colombia|Antioquia|1986|0|1|1|0|1
Colombia|Antioquia|2010|0|1|1|0|1
Colombia|Antioquia|2018|0|1|2|0|1
Colombia|Antioquia|1962|0|1|1|1|1
Colombia|Antioquia|1968|0|1|1|0|1
Colombia|Antioquia|2016|0|1|1|0|1
Colombia|Antioquia|1974|0|3|1|0|1
Colombia|Antioquia|1980|0|3|1|1|1
Colombia|Antioquia|2011|0|1|1|0|1
Colombia|Antioquia|2020|0|1|1|0|1
Colombia|Antioquia|1992|0|1|1|0|1
Colombia|Antioquia|1977|0|1|2|0|1
Colombia|Antioquia|1984|0|1|1|1|1
Colombia|Arauca|1980|0|1|1|0|0
Colombia|Arauca|2019|0|1|1|0|0
Colombia|Arauca|2005|0|3|1|0|0
Colombia|Arauca|2019|0|3|1|1|0
Colombia|Arauca|2020|0|1|1|0|0
Colombia|Arauca|2007|0|1|1|0|0
Colombia|Arauca|2014|0|1|1|0|0
Colombia|ArchipiÃ©lago De San AndrÃ©s, Providencia Y Santa Catalina|1989|0|1|2|0|0
Colombia|ArchipiÃ©lago De San AndrÃ©s, Providencia Y Santa Catalina|2014|0|1|1|1|0
Colombia|AtlÃ¡ntico|2010|0|1|1|0|0
Colombia|AtlÃ¡ntico|1999|0|1|1|0|0
Colombia|AtlÃ¡ntico|1985|0|3|1|0|0
Colombia|AtlÃ¡ntico|2013|0|3|1|1|0
Colombia|AtlÃ¡ntico|1991|0|1|1|0|0
Colombia|AtlÃ¡ntico|1962|0|1|1|0|0
Colombia|BogotÃ¡|2019|0|1|1|0|0
Colombia|BogotÃ¡|1998|0|1|2|0|0
Colombia|BolÃ­var|2016|0|1|1|1|0
Colombia|BolÃ­var|1965|0|1|1|0|0
Colombia|BolÃ­var|1993|0|1|1|0|0
Colombia|BolÃ­var|2015|0|3|1|0|0
Colombia|BolÃ­var|2018|0|3|1|1|0
Colombia|BolÃ­var|1998|0|1|1|0|0
Colombia|BolÃ­var|2017|0|1|1|0|0
Colombia|BolÃ­var|1980|0|1|1|0|0
Colombia|BolÃ­var|1989|0|1|2|0|0
Colombia|BolÃ­var|1976|0|1|1|1|0
Colombia|BolÃ­var|1978|0|1|1|0|0
Colombia|BolÃ­var|2007|0|1|1|0|0
Colombia|BolÃ­var|2007|0|3|1|0|0
Colombia|BolÃ­var|2018|0|3|1|1|0
Colombia|BolÃ­var|2006|0|1|1|0|0
Colombia|BolÃ­var|2019|0|1|1|0|0
Colombia|BolÃ­var|2015|0|1|1|0|0
Colombia|BolÃ­var|1962|0|1|2|0|0
Colombia|BolÃ­var|2020|0|1|1|1|0
Colombia|BolÃ­var|1998|0|1|1|0|0
Colombia|BolÃ­var|2005|0|1|1|0|0
Colombia|BolÃ­var|2011|0|3|1|0|0
Colombia|BolÃ­var|2007|0|3|1|1|0
Colombia|BolÃ­var|2003|0|1|1|0|0
Colombia|BolÃ­var|2015|0|1|1|0|0
Colombia|BolÃ­var|2016|0|1|1|0|0
Colombia|BolÃ­var|2020|0|1|2|0|0
Colombia|BolÃ­var|1984|0|1|1|1|0
Colombia|BolÃ­var|2010|0|1|1|0|0
Colombia|BolÃ­var|2020|0|1|1|0|0
Colombia|BoyacÃ¡|2014|0|3|1|0|0
Colombia|BoyacÃ¡|2019|0|3|1|1|0
Colombia|BoyacÃ¡|2018|0|1|1|0|0
Colombia|BoyacÃ¡|2018|0|1|1|0|0
Colombia|BoyacÃ¡|2019|0|1|1|0|0
Colombia|BoyacÃ¡|2017|0|1|2|0|0
Colombia|BoyacÃ¡|1993|0|1|1|1|0
Colombia|BoyacÃ¡|2020|0|1|1|0|0
Colombia|BoyacÃ¡|2020|0|1|1|0|0
Colombia|BoyacÃ¡|2003|0|3|1|0|0
Colombia|BoyacÃ¡|2013|0|3|1|1|0
Colombia|BoyacÃ¡|1981|0|1|1|0|0
Colombia|BoyacÃ¡|2017|0|1|1|0|0
Colombia|BoyacÃ¡|2019|0|1|1|0|0
Colombia|BoyacÃ¡|2011|0|1|2|0|0
Colombia|BoyacÃ¡|2013|0|1|1|1|0
Colombia|BoyacÃ¡|2011|0|1|1|0|0
Colombia|BoyacÃ¡|2015|0|1|1|0|0
Colombia|BoyacÃ¡|2018|0|3|1|0|0
Colombia|BoyacÃ¡|2004|0|3|1|1|0
Colombia|BoyacÃ¡|2009|0|1|1|0|0
Colombia|BoyacÃ¡|2019|0|1|1|0|0
Colombia|BoyacÃ¡|2018|0|1|1|0|0
Colombia|BoyacÃ¡|2008|0|1|2|0|0
Colombia|BoyacÃ¡|1995|0|1|1|1|0
Colombia|BoyacÃ¡|1992|0|1|1|0|0
Colombia|BoyacÃ¡|2018|0|1|1|0|0
Colombia|BoyacÃ¡|2015|0|3|1|0|0
Colombia|BoyacÃ¡|2009|0|3|1|1|0
Colombia|BoyacÃ¡|2007|0|1|1|0|0
Colombia|BoyacÃ¡|1997|0|1|1|0|0
Colombia|BoyacÃ¡|1960|0|1|1|0|0
Colombia|BoyacÃ¡|1973|0|1|2|0|0
Colombia|BoyacÃ¡|2013|0|1|1|1|0
Colombia|BoyacÃ¡|2013|0|1|1|0|0
Colombia|BoyacÃ¡|2006|0|1|1|0|0
Colombia|Caldas|2017|0|3|1|0|0
Colombia|Caldas|2020|0|3|1|1|0
Colombia|Caldas|1994|0|1|1|0|0
Colombia|Caldas|2020|0|1|1|0|0
Colombia|Caldas|1966|0|1|1|0|0
Colombia|Caldas|2013|0|1|2|0|0
Colombia|Caldas|1994|0|1|1|1|0
Colombia|Caldas|2019|0|1|1|0|0
Colombia|Caldas|2018|0|1|1|0|0
Colombia|Caldas|1988|0|3|1|0|0
Colombia|Caldas|2001|0|3|1|1|0
Colombia|Caldas|2010|0|1|1|0|0
Colombia|Caldas|1961|0|1|1|0|0
Colombia|Caldas|2020|0|1|1|0|0
Colombia|Caldas|1991|0|1|2|0|0
Colombia|Caldas|1982|0|1|1|1|0
Colombia|Caldas|1986|0|1|1|0|0
Colombia|Caldas|2016|0|1|1|0|0
Colombia|Caldas|2020|0|3|1|0|0
Colombia|Caldas|2010|0|3|1|1|0
Colombia|Caldas|2004|0|1|1|0|0
Colombia|Caldas|2009|0|1|1|0|0
Colombia|Caldas|2006|0|1|1|0|0
Colombia|CaquetÃ¡|2011|0|1|2|0|0
Colombia|CaquetÃ¡|2018|0|1|1|1|0
Colombia|CaquetÃ¡|1946|0|1|1|0|0
Colombia|CaquetÃ¡|2014|0|1|1|0|0
Colombia|CaquetÃ¡|2020|0|3|1|0|0
Colombia|CaquetÃ¡|1998|0|3|1|1|0
Colombia|CaquetÃ¡|2018|0|1|1|0|0
Colombia|CaquetÃ¡|2020|0|1|1|0|0
Colombia|CaquetÃ¡|2012|0|1|1|0|0
Colombia|CaquetÃ¡|1995|0|1|2|0|0
Colombia|CaquetÃ¡|1956|0|1|1|1|0
Colombia|CaquetÃ¡|2020|0|1|1|0|0
Colombia|CaquetÃ¡|2020|0|1|1|0|0
Colombia|CaquetÃ¡|2015|0|3|1|0|0
Colombia|CaquetÃ¡|2018|0|3|1|1|0
Colombia|CaquetÃ¡|1961|0|1|1|0|0
Colombia|CaquetÃ¡|1948|0|1|1|0|0
Colombia|Casanare|2014|0|1|1|0|0
Colombia|Casanare|2020|0|1|2|0|0
Colombia|Casanare|2013|0|1|1|1|0
Colombia|Casanare|1957|0|1|1|0|0
Colombia|Casanare|1997|0|1|1|0|0
Colombia|Casanare|2019|0|3|1|0|0
Colombia|Casanare|2003|0|3|1|1|0
Colombia|Casanare|2001|0|1|1|0|0
Colombia|Casanare|2013|0|1|1|0|0
Colombia|Casanare|2020|0|1|1|0|0
Colombia|Casanare|2008|0|1|2|0|0
Colombia|Casanare|1955|0|1|1|1|0
Colombia|Casanare|2003|0|1|1|0|0
Colombia|Casanare|1953|0|1|1|0|0
Colombia|Casanare|2014|0|3|1|0|0
Colombia|Casanare|1997|0|3|1|1|0
Colombia|Casanare|1958|0|1|1|0|0
Colombia|Casanare|2013|0|1|1|0|0
Colombia|Casanare|2010|0|1|1|0|0
Colombia|Casanare|1997|0|1|2|0|0
Colombia|Cauca|1989|0|1|1|1|0
Colombia|Cauca|2005|0|1|1|0|0
Colombia|Cauca|1986|0|1|1|0|0
Colombia|Cauca|2019|0|3|1|0|0
Colombia|Cauca|1973|0|3|1|1|0
Colombia|Cauca|1958|0|1|1|0|0
Colombia|Cauca|2007|0|1|1|0|0
Colombia|Cauca|2011|0|1|1|0|0
Colombia|Cauca|1989|0|1|2|0|0
Colombia|Cauca|1999|0|1|1|1|0
Colombia|Cauca|2019|0|1|1|0|0
Colombia|Cauca|1983|0|1|1|0|0
